Name,Location,Province,Reviews,Rating(out of 5),URL
Residence Prima 2000,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d6158910-Reviews-Residence_Prima_2000-Kigali_Kigali_Province.html
Center Pastoral Notre de Fatima,Ruhengeri,Northern Province,21,3,https://www.tripadvisor.com/Hotel_Review-g317075-d3683400-Reviews-Center_Pastoral_Notre_de_Fatima-Ruhengeri_Musanze_District_Northern_Province.html
Commonwealth View Guesthouse,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d2528076-Reviews-Commonwealth_View_Guesthouse-Kigali_Kigali_Province.html
Ninzi Hill Hotel,Kigali,Kigali Province,12,3,https://www.tripadvisor.com/Hotel_Review-g293829-d566223-Reviews-Ninzi_Hill_Hotel-Kigali_Kigali_Province.html
Target Plaza B&B,Kigali,Kigali Province,2,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2323283-Reviews-Target_Plaza_B_B-Kigali_Kigali_Province.html
Dream Guest House,Kigali,Kigali Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2470338-Reviews-Dream_Guest_House-Kigali_Kigali_Province.html
Bloom back Hotels,Kigali,Kigali Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6432313-Reviews-Bloom_back_Hotels-Kigali_Kigali_Province.html
Nyanza Heritage Hotel,Nyanza,Southern Province,13,3,https://www.tripadvisor.com/Hotel_Review-g2053546-d8387470-Reviews-Nyanza_Heritage_Hotel-Nyanza_Southern_Province.html
Virunga Guest House,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1803808-Reviews-Virunga_Guest_House-Kigali_Kigali_Province.html
La Petite Isimbi Logement,Cyangugu,Western Province,3,3,https://www.tripadvisor.com/Hotel_Review-g2053545-d12233541-Reviews-La_Petite_Isimbi_Logement-Cyangugu_Western_Province.html
Bethany Hotel,Kibuye,Western Province,17,3,https://www.tripadvisor.com/Hotel_Review-g673815-d13231372-Reviews-Bethany_Hotel-Kibuye_Western_Province.html
Labana Hotel,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d6975775-Reviews-Labana_Hotel-Kigali_Kigali_Province.html
Diplomat Hotel,Kigali,Kigali Province,2,3,https://www.tripadvisor.com/Hotel_Review-g293829-d3608941-Reviews-Diplomat_Hotel-Kigali_Kigali_Province.html
Diana Fossey Rutsiro,Kibuye,Western Province,1,3,https://www.tripadvisor.com/Hotel_Review-g673815-d13072192-Reviews-Diana_Fossey_Rutsiro-Kibuye_Western_Province.html
Medi Motel,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d2304626-Reviews-Medi_Motel-Kigali_Kigali_Province.html
La Vedette Motel,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d12920596-Reviews-La_Vedette_Motel-Kigali_Kigali_Province.html
Beijing Resto Hotel Ltd,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d13965918-Reviews-Beijing_Resto_Hotel_Ltd-Kigali_Kigali_Province.html
La Palisse Gashora,Kinazi,Eastern Province,1,3,https://www.tripadvisor.com/Hotel_Review-g8408979-d8405361-Reviews-La_Palisse_Gashora-Kinazi_Eastern_Province.html
Dignity Motel,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d13223955-Reviews-Dignity_Motel-Kigali_Kigali_Province.html
Vita Motel,Byumba,Northern Province,1,3,https://www.tripadvisor.com/Hotel_Review-g8323643-d12929009-Reviews-Vita_Motel-Byumba_Northern_Province.html
Villanova Boutique Hotel,Ruhengeri,Northern Province,1,3,https://www.tripadvisor.com/Hotel_Review-g317075-d12673047-Reviews-Villanova_Boutique_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Saint Jean Leopold,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d10155103-Reviews-Saint_Jean_Leopold-Kigali_Kigali_Province.html
Crown Resort Hotel,Huye,Southern Province,1,3,https://www.tripadvisor.com/Hotel_Review-g3588281-d13957861-Reviews-Crown_Resort_Hotel-Huye_Southern_Province.html
Rubavu Motel,Cyangugu,Western Province,3,3,https://www.tripadvisor.com/Hotel_Review-g2053545-d7680853-Reviews-Rubavu_Motel-Cyangugu_Western_Province.html
Hotel Tech Remera,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d13431160-Reviews-Hotel_Tech_Remera-Kigali_Kigali_Province.html
Tourist Rest House,Ruhengeri,Northern Province,2,3,https://www.tripadvisor.com/Hotel_Review-g317075-d4590999-Reviews-Tourist_Rest_House-Ruhengeri_Musanze_District_Northern_Province.html
Eminence Hotel,Kigali,Kigali Province,16,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d594201-Reviews-Eminence_Hotel-Kigali_Kigali_Province.html
Family Nest Kivu Beach,Gisenyi,Western Province,2,3,https://www.tripadvisor.com/Hotel_Review-g317074-d17603198-Reviews-Family_Nest_Kivu_Beach-Gisenyi_Western_Province.html
Rouge by Desir Hotel,Kigali,Kigali Province,7,3,https://www.tripadvisor.com/Hotel_Review-g293829-d12994514-Reviews-Rouge_by_Desir_Hotel-Kigali_Kigali_Province.html
Emmaus Hostel,Butare,Southern Province,2,3,https://www.tripadvisor.com/Hotel_Review-g480231-d12942000-Reviews-Emmaus_Hostel-Butare_Southern_Province.html
One Love Club,Kigali,Kigali Province,6,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d3265819-Reviews-One_Love_Club-Kigali_Kigali_Province.html
Regina Pacis,Kibeho,Southern Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g6813453-d17479961-Reviews-Regina_Pacis-Kibeho_Southern_Province.html
Stipp Hotel Kacyiru,Kigali,Kigali Province,37,3,https://www.tripadvisor.com/Hotel_Review-g293829-d1204315-Reviews-Stipp_Hotel_Kacyiru-Kigali_Kigali_Province.html
Barthos Hotel,Butare,Southern Province,5,3,https://www.tripadvisor.com/Hotel_Review-g480231-d2703839-Reviews-Barthos_Hotel-Butare_Southern_Province.html
Holiday Hotel,Kibuye,Western Province,2,2.5,https://www.tripadvisor.com/Hotel_Review-g673815-d7104695-Reviews-Holiday_Hotel-Kibuye_Western_Province.html
Shadow House Peace Guest House,Gisenyi,Western Province,2,2.5,https://www.tripadvisor.com/Hotel_Review-g317074-d9875536-Reviews-Shadow_House_Peace_Guest_House-Gisenyi_Western_Province.html
Hope Guest House,Kigali,Kigali Province,2,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10166781-Reviews-Hope_Guest_House-Kigali_Kigali_Province.html
Arcadia Motel,Kigali,Kigali Province,1,2,https://www.tripadvisor.com/Hotel_Review-g293829-d8288657-Reviews-Arcadia_Motel-Kigali_Kigali_Province.html
Iwacu Sunset Lodge,Gisenyi,Western Province,1,2,https://www.tripadvisor.com/Hotel_Review-g317074-d7682125-Reviews-Iwacu_Sunset_Lodge-Gisenyi_Western_Province.html
Best View Hotel,Ruhengeri,Northern Province,1,2,https://www.tripadvisor.com/Hotel_Review-g317075-d8409481-Reviews-Best_View_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Centre Saint-Andre KABGAYI,Gitarama,Southern Province,1,2,https://www.tripadvisor.com/Hotel_Review-g8397221-d12922723-Reviews-Centre_Saint_Andre_KABGAYI-Gitarama_Southern_Province.html
Centre Saint Joseph Ngoma,Kibungo,Eastern Province,2,2.5,https://www.tripadvisor.com/Hotel_Review-g1602395-d15517238-Reviews-Centre_Saint_Joseph_Ngoma-Kibungo_Eastern_Province.html
K Town Motel,Kigali,Kigali Province,1,2,https://www.tripadvisor.com/Hotel_Review-g293829-d13323274-Reviews-K_Town_Motel-Kigali_Kigali_Province.html
Kereth Design,Kigali,Kigali Province,1,2,https://www.tripadvisor.com/Hotel_Review-g293829-d10150933-Reviews-Kereth_Design-Kigali_Kigali_Province.html
Muhazi Water Sport,Rwamagana,Eastern Province,1,2,https://www.tripadvisor.com/Hotel_Review-g8593225-d12406020-Reviews-Muhazi_Water_Sport-Rwamagana_Eastern_Province.html
Sportsview Hotel,Kigali,Kigali Province,18,3,https://www.tripadvisor.com/Hotel_Review-g293829-d1528427-Reviews-Sportsview_Hotel-Kigali_Kigali_Province.html
East Gate Hotel,Kibungo,Eastern Province,1,2,https://www.tripadvisor.com/Hotel_Review-g1602395-d23452353-Reviews-East_Gate_Hotel-Kibungo_Eastern_Province.html
Hotel des Chutes,Cyangugu,Western Province,7,2.5,https://www.tripadvisor.com/Hotel_Review-g2053545-d4743905-Reviews-Hotel_des_Chutes-Cyangugu_Western_Province.html
Jambo Guest House,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d8405809-Reviews-Jambo_Guest_House-Kigali_Kigali_Province.html
Hotel Credo,Butare,Southern Province,21,2.5,https://www.tripadvisor.com/Hotel_Review-g480231-d1233574-Reviews-Hotel_Credo-Butare_Southern_Province.html
3B hotel,Gisenyi,Western Province,1,1,https://www.tripadvisor.com/Hotel_Review-g317074-d11946544-Reviews-3B_hotel-Gisenyi_Western_Province.html
Seed of Peace Center,Kayonza,Eastern Province,2,2,https://www.tripadvisor.com/Hotel_Review-g6475304-d8388141-Reviews-Seed_of_Peace_Center-Kayonza_Eastern_Province.html
Golden Monkey Hotel,Gikongoro,Southern Province,14,3,https://www.tripadvisor.com/Hotel_Review-g2284151-d7222254-Reviews-Golden_Monkey_Hotel-Gikongoro_Southern_Province.html
Umubano Hotel,Kigali,Kigali Province,128,3,https://www.tripadvisor.com/Hotel_Review-g293829-d299684-Reviews-Umubano_Hotel-Kigali_Kigali_Province.html
Great Appartment Hotel,Kigali,Kigali Province,2,3,https://www.tripadvisor.com/Hotel_Review-g293829-d10150031-Reviews-Great_Appartment_Hotel-Kigali_Kigali_Province.html
Hotel Romalo,Kigali,Kigali Province,2,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2422166-Reviews-Hotel_Romalo-Kigali_Kigali_Province.html
Highland Suites Hotel,Kigali,Kigali Province,3,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d8400869-Reviews-Highland_Suites_Hotel-Kigali_Kigali_Province.html
Filon D'or Guesthouse and Campsite,Ruhengeri,Northern Province,1,2,https://www.tripadvisor.com/Hotel_Review-g317075-d16662933-Reviews-Filon_D_or_Guesthouse_and_Campsite-Ruhengeri_Musanze_District_Northern_Province.html
GS-K Guesthouse,Mont,Southern Province,1,2,https://www.tripadvisor.com/Hotel_Review-g20091119-d20090949-Reviews-GS_K_Guesthouse-Mont_Gabegi_Southern_Province.html
Tavola Guest,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d12213529-Reviews-Tavola_Guest-Kigali_Kigali_Province.html
Tangren Hotel,Kigali,Kigali Province,4,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10151572-Reviews-Tangren_Hotel-Kigali_Kigali_Province.html
Bamboo Guest House,Gisenyi,Western Province,1,1,https://www.tripadvisor.com/Hotel_Review-g317074-d12213262-Reviews-Bamboo_Guest_House-Gisenyi_Western_Province.html
Mumunyiya Relax Motel,Huye,Southern Province,1,1,https://www.tripadvisor.com/Hotel_Review-g3588281-d12950473-Reviews-Mumunyiya_Relax_Motel-Huye_Southern_Province.html
Gisa Rosine,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d13229967-Reviews-Gisa_Rosine-Kigali_Kigali_Province.html
Petit Prince Hotel,Butare,Southern Province,7,2.5,https://www.tripadvisor.com/Hotel_Review-g480231-d3263821-Reviews-Petit_Prince_Hotel-Butare_Southern_Province.html
Madison Boutique Hotel,Kigali,Kigali Province,2,1.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10154841-Reviews-Madison_Boutique_Hotel-Kigali_Kigali_Province.html
Hotel du Lac,Cyangugu,Western Province,8,2.5,https://www.tripadvisor.com/Hotel_Review-g2053545-d2042160-Reviews-Hotel_du_Lac-Cyangugu_Western_Province.html
Alpha Palace Hotel,Kigali,Kigali Province,8,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d667719-Reviews-Alpha_Palace_Hotel-Kigali_Kigali_Province.html
Blue Sky Hotel,Nyagatare,Eastern Province,3,1.5,https://www.tripadvisor.com/Hotel_Review-g6387380-d6376047-Reviews-Blue_Sky_Hotel-Nyagatare_Eastern_Province.html
La Palisse,Kigali,Kigali Province,18,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1898115-Reviews-La_Palisse-Kigali_Kigali_Province.html
Mostej Hotel,Gisenyi,Western Province,1,1,https://www.tripadvisor.com/Hotel_Review-g317074-d12099768-Reviews-Mostej_Hotel-Gisenyi_Western_Province.html
Bora Smart Guest House,Gisenyi,Western Province,1,1,https://www.tripadvisor.com/Hotel_Review-g317074-d15009101-Reviews-Bora_Smart_Guest_House-Gisenyi_Western_Province.html
Tia Country Resort Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d2415363-Reviews-Tia_Country_Resort_Hotel-Kigali_Kigali_Province.html
Guest House Centre St. Joseph,Kibungo,Eastern Province,8,2.5,https://www.tripadvisor.com/Hotel_Review-g1602395-d5960227-Reviews-Guest_House_Centre_St_Joseph-Kibungo_Eastern_Province.html
Chris Hotel,Runda,Southern Province,1,1,https://www.tripadvisor.com/Hotel_Review-g15145576-d14773946-Reviews-Chris_Hotel-Runda_Southern_Province.html
Next-Gen Boutique Hotel,Kigali,Kigali Province,3,1.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12399958-Reviews-Next_Gen_Boutique_Hotel-Kigali_Kigali_Province.html
Golf Eden Rock Hotel,Kibuye,Western Province,19,2,https://www.tripadvisor.com/Hotel_Review-g673815-d3514440-Reviews-Golf_Eden_Rock_Hotel-Kibuye_Western_Province.html
Stipp Hotel Bis,Kigali,Kigali Province,2,1.5,https://www.tripadvisor.com/Hotel_Review-g293829-d8586674-Reviews-Stipp_Hotel_Bis-Kigali_Kigali_Province.html
Best Inn Motel,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d13566341-Reviews-Best_Inn_Motel-Kigali_Kigali_Province.html
Laguna Apartment Hotel,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d10508007-Reviews-Laguna_Apartment_Hotel-Kigali_Kigali_Province.html
Musanze Caves Hotel,Ruhengeri,Northern Province,3,2,https://www.tripadvisor.com/Hotel_Review-g317075-d16646010-Reviews-Musanze_Caves_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Airport Inn Motel,Kigali,Kigali Province,1,1,https://www.tripadvisor.com/Hotel_Review-g293829-d19507466-Reviews-Airport_Inn_Motel-Kigali_Kigali_Province.html
Modern Villa Hotel,Kigali,Kigali Province,3,1.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12855622-Reviews-Modern_Villa_Hotel-Kigali_Kigali_Province.html
Hotel Hilltop & Country Club,Kigali,Kigali Province,25,2.5,https://www.tripadvisor.com/Hotel_Review-g293829-d8387529-Reviews-Hotel_Hilltop_Country_Club-Kigali_Kigali_Province.html
Rebero Resort,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13415635-Reviews-Rebero_Resort-Kigali_Kigali_Province.html
Auberge Ikaze,Ruhengeri,Northern Province,0,,https://www.tripadvisor.com/Hotel_Review-g317075-d13821672-Reviews-Auberge_Ikaze-Ruhengeri_Musanze_District_Northern_Province.html
Ava House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12462416-Reviews-Ava_House-Kigali_Kigali_Province.html
Volcanoes Eco Forest Camp,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d21407202-Reviews-Volcanoes_Eco_Forest_Camp-Ruhengeri_Musanze_District_Northern_Province.html
Buffalo Mountain Lodge,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d12906249-Reviews-Buffalo_Mountain_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
Peppers,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12991519-Reviews-Peppers-Kigali_Kigali_Province.html
Rio de Gikondo,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13338336-Reviews-Rio_de_Gikondo-Kigali_Kigali_Province.html
Zebra Motel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17463507-Reviews-Zebra_Motel-Kigali_Kigali_Province.html
Iwacu Home 4,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19391475-Reviews-Iwacu_Home_4-Kigali_Kigali_Province.html
Iwacu Home 2,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19391472-Reviews-Iwacu_Home_2-Kigali_Kigali_Province.html
Fravan Eco-Resort,Kimonyi,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g23660407-d23656395-Reviews-Fravan_Eco_Resort-Kimonyi_Musanze_District_Northern_Province.html
Colours Club Spa & Village Resort,Kayonza,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g6475304-d17643144-Reviews-Colours_Club_Spa_Village_Resort-Kayonza_Eastern_Province.html
ELEVATE SUITES,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d12817729-Reviews-ELEVATE_SUITES-Gisenyi_Western_Province.html
Palazzo Motel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d21350000-Reviews-Palazzo_Motel-Kigali_Kigali_Province.html
Hello Home,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20062994-Reviews-Hello_Home-Kigali_Kigali_Province.html
Mulberry House Bed & Breakfast,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d3666855-Reviews-Mulberry_House_Bed_Breakfast-Kigali_Kigali_Province.html
My Kigali Home,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d15566389-Reviews-My_Kigali_Home-Kigali_Kigali_Province.html
Kimironko Mushimire Fully Furnished Villa,Muhororo,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g19093083-d15410972-Reviews-Kimironko_Mushimire_Fully_Furnished_Villa-Muhororo_Western_Province.html
UM Apartments,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17620496-Reviews-UM_Apartments-Kigali_Kigali_Province.html
La Villa Cafe & Suites,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20804410-Reviews-La_Villa_Cafe_Suites-Kigali_Kigali_Province.html
Judith's Hostel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20483109-Reviews-Judith_s_Hostel-Kigali_Kigali_Province.html
Flame Tree Village,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23554316-Reviews-Flame_Tree_Village-Kigali_Kigali_Province.html
Shamel Motel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12918240-Reviews-Shamel_Motel-Kigali_Kigali_Province.html
Belise In Motel,Kigali,Kigali Province,0,,https://www.tripadvisor.com/Hotel_Review-g293829-d17484683-Reviews-Belise_In_Motel-Kigali_Kigali_Province.html
Virunga Homestay & Campsites,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d20326735-Reviews-Virunga_Homestay_Campsites-Ruhengeri_Musanze_District_Northern_Province.html
Eden Condo Hotel,Ruhengeri,Northern Province,0,,https://www.tripadvisor.com/Hotel_Review-g317075-d20812087-Reviews-Eden_Condo_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
City Guesthouse,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d17537298-Reviews-City_Guesthouse-Gisenyi_Western_Province.html
Elengancia Hotel,Kayonza,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g6475304-d12954108-Reviews-Elengancia_Hotel-Kayonza_Eastern_Province.html
Scola Apartment Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d5603741-Reviews-Scola_Apartment_Hotel-Kigali_Kigali_Province.html
Holly Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23105297-Reviews-Holly_Guest_House-Kigali_Kigali_Province.html
Andalusia Hotel Rwanda,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d15244066-Reviews-Andalusia_Hotel_Rwanda-Kigali_Kigali_Province.html
Hoteltech Rwanda,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13418577-Reviews-Hoteltech_Rwanda-Kigali_Kigali_Province.html
Upendo Lodge,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20882355-Reviews-Upendo_Lodge-Kigali_Kigali_Province.html
Ntende Hotel,Rwagitima,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g21318938-d21318908-Reviews-Ntende_Hotel-Rwagitima_Eastern_Province.html
Nice Corner Guesthouse,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d12785411-Reviews-Nice_Corner_Guesthouse-Kigali_Kigali_Province.html
Rubava Motel,Kamembe,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g12590895-d10533853-Reviews-Rubava_Motel-Kamembe_Western_Province.html
Mumunyinya Relax Motel,Butare,Southern Province,,,https://www.tripadvisor.com/Hotel_Review-g480231-d12230165-Reviews-Mumunyinya_Relax_Motel-Butare_Southern_Province.html
La Petite Colline Guest House,Cyangugu,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g2053545-d8388161-Reviews-La_Petite_Colline_Guest_House-Cyangugu_Western_Province.html
4B Stars,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17649748-Reviews-4B_Stars-Kigali_Kigali_Province.html
Resident Hotel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d8400942-Reviews-Resident_Hotel-Kigali_Kigali_Province.html
Crested Crane,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d12795001-Reviews-Crested_Crane-Ruhengeri_Musanze_District_Northern_Province.html
Upper Hill Guest House Kigali,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d4745300-Reviews-Upper_Hill_Guest_House_Kigali-Kigali_Kigali_Province.html
Feel At Home,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d16735751-Reviews-Feel_At_Home-Kigali_Kigali_Province.html
CENTRE D'ACCEUIL St. AUGUSTIN,Rwamagana,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g8593225-d23371412-Reviews-CENTRE_D_ACCEUIL_St_AUGUSTIN-Rwamagana_Eastern_Province.html
Cyuzuzo Peaceful Home,Kigali,Kigali Province,0,,https://www.tripadvisor.com/Hotel_Review-g293829-d16859553-Reviews-Cyuzuzo_Peaceful_Home-Kigali_Kigali_Province.html
Holly Guestinn,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d20268930-Reviews-Holly_Guestinn-Kigali_Kigali_Province.html
Hakurya Gasabo Lodge,Rwesero,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g13132635-d13802935-Reviews-Hakurya_Gasabo_Lodge-Rwesero_Northern_Province.html
Beachside Gisenyi Hostel,Rubavu,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g12620107-d19895152-Reviews-Beachside_Gisenyi_Hostel-Rubavu_Western_Province.html
Kigali Holiday Hotel,Kigali,Kigali Province,1,,https://www.tripadvisor.com/Hotel_Review-g293829-d19635824-Reviews-Kigali_Holiday_Hotel-Kigali_Kigali_Province.html
Amarembo Gorilla Village,Kinigi,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g12120944-d20002613-Reviews-Amarembo_Gorilla_Village-Kinigi_Musanze_District_Northern_Province.html
Destella Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d19940694-Reviews-Destella_Guest_House-Kigali_Kigali_Province.html
La Corniche Motel Nyabihu,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d13362076-Reviews-La_Corniche_Motel_Nyabihu-Ruhengeri_Musanze_District_Northern_Province.html
Silver Motel Kigali,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d23587404-Reviews-Silver_Motel_Kigali-Kigali_Kigali_Province.html
Amicizia Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13961796-Reviews-Amicizia_Guest_House-Kigali_Kigali_Province.html
La Liberta Rubavu,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d7682009-Reviews-La_Liberta_Rubavu-Gisenyi_Western_Province.html
Local Garden Lodge,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d13238371-Reviews-Local_Garden_Lodge-Gisenyi_Western_Province.html
Smart Guest House,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d13238372-Reviews-Smart_Guest_House-Gisenyi_Western_Province.html
Orange Tree In Apartment,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d17522649-Reviews-Orange_Tree_In_Apartment-Kigali_Kigali_Province.html
Delightsome,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d14995535-Reviews-Delightsome-Kigali_Kigali_Province.html
Dolphin House Rwanda,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d19928953-Reviews-Dolphin_House_Rwanda-Ruhengeri_Musanze_District_Northern_Province.html
Volcano Forest Camp,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d23280147-Reviews-Volcano_Forest_Camp-Ruhengeri_Musanze_District_Northern_Province.html
Kivu Sight Ltd,Cyangugu,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g2053545-d8388131-Reviews-Kivu_Sight_Ltd-Cyangugu_Western_Province.html
Intare Guest House,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d14016293-Reviews-Intare_Guest_House-Kigali_Kigali_Province.html
Soul Apartments,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d18206507-Reviews-Soul_Apartments-Ruhengeri_Musanze_District_Northern_Province.html
Haven of Peace,Ruhengeri,Northern Province,,,https://www.tripadvisor.com/Hotel_Review-g317075-d13532001-Reviews-Haven_of_Peace-Ruhengeri_Musanze_District_Northern_Province.html
Glory Motel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d7738189-Reviews-Glory_Motel-Kigali_Kigali_Province.html
Guest House La Serenite,Gisenyi,Western Province,,,https://www.tripadvisor.com/Hotel_Review-g317074-d7983178-Reviews-Guest_House_La_Serenite-Gisenyi_Western_Province.html
Excelsior Motel,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d21345764-Reviews-Excelsior_Motel-Kigali_Kigali_Province.html
Akagera Resort and Country Club,Akagera,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g3871726-d12614655-Reviews-Akagera_Resort_and_Country_Club-Akagera_National_Park_Eastern_Province.html
Eden Escape Apartments,Kigali,Kigali Province,,,https://www.tripadvisor.com/Hotel_Review-g293829-d13549089-Reviews-Eden_Escape_Apartments-Kigali_Kigali_Province.html
Kabeza Appartements,Kigali,Kigali Province,0,,https://www.tripadvisor.com/Hotel_Review-g293829-d20044937-Reviews-Kabeza_Appartements-Kigali_Kigali_Province.html
