Name,Location,Province,Reviews,Rating(out of 5),URL
Heaven Restaurant & Boutique Hotel,Kigali,Kigali Province,449,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d3190080-Reviews-Heaven_Restaurant_Boutique_Hotel-Kigali_Kigali_Province.html
Kigali Marriott Hotel,Kigali,Kigali Province,550,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10593758-Reviews-Kigali_Marriott_Hotel-Kigali_Kigali_Province.html
Ubumwe Grande Hotel,Kigali,Kigali Province,181,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10947742-Reviews-Ubumwe_Grande_Hotel-Kigali_Kigali_Province.html
"Radisson Blu Hotel & Convention Centre, Kigali",Kigali,Kigali Province,"1,211",5,https://www.tripadvisor.com/Hotel_Review-g293829-d10245535-Reviews-Radisson_Blu_Hotel_Convention_Centre_Kigali-Kigali_Kigali_Province.html
Lake Kivu Serena Hotel,Gisenyi,Western Province,354,4,https://www.tripadvisor.com/Hotel_Review-g317074-d671724-Reviews-Lake_Kivu_Serena_Hotel-Gisenyi_Western_Province.html
Kigali Serena Hotel,Kigali,Kigali Province,914,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d667720-Reviews-Kigali_Serena_Hotel-Kigali_Kigali_Province.html
The Retreat,Kigali,Kigali Province,226,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12525285-Reviews-The_Retreat-Kigali_Kigali_Province.html
Nyungwe Forest Lodge,Gafunzo,Western Province,271,4.5,https://www.tripadvisor.com/Hotel_Review-g6628152-d1811475-Reviews-Nyungwe_Forest_Lodge-Gafunzo_Western_Province.html
Park Inn by Radisson Kigali,Kigali,Kigali Province,323,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12363757-Reviews-Park_Inn_by_Radisson_Kigali-Kigali_Kigali_Province.html
Five Volcanoes Boutique Hotel,Ruhengeri,Northern Province,192,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d8423863-Reviews-Five_Volcanoes_Boutique_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
The Nest,Kigali,Kigali Province,53,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d13546500-Reviews-The_Nest-Kigali_Kigali_Province.html
One&Only Nyungwe House,Gisakura,Western Province,79,5,https://www.tripadvisor.com/Hotel_Review-g3505199-d12813910-Reviews-One_Only_Nyungwe_House-Gisakura_Western_Province.html
Five to Five Hotel,Kigali,Kigali Province,445,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6966018-Reviews-Five_to_Five_Hotel-Kigali_Kigali_Province.html
Tiloreza Volcanoes Ecolodge,Ruhengeri,Northern Province,28,5,https://www.tripadvisor.com/Hotel_Review-g317075-d20036200-Reviews-Tiloreza_Volcanoes_Ecolodge-Ruhengeri_Musanze_District_Northern_Province.html
Hotel Chez Lando,Kigali,Kigali Province,386,4,https://www.tripadvisor.com/Hotel_Review-g293829-d566222-Reviews-Hotel_Chez_Lando-Kigali_Kigali_Province.html
2000 Hotel,Kigali,Kigali Province,329,4,https://www.tripadvisor.com/Hotel_Review-g293829-d8674472-Reviews-2000_Hotel-Kigali_Kigali_Province.html
Rwiza Village Guest House,Kibuye,Western Province,100,4,https://www.tripadvisor.com/Hotel_Review-g673815-d6958969-Reviews-Rwiza_Village_Guest_House-Kibuye_Western_Province.html
Lebanon Hotel,Kigali,Kigali Province,75,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d14142521-Reviews-Lebanon_Hotel-Kigali_Kigali_Province.html
Rushel Kivu Lodge,Kibuye,Western Province,27,4.5,https://www.tripadvisor.com/Hotel_Review-g673815-d8409301-Reviews-Rushel_Kivu_Lodge-Kibuye_Western_Province.html
Dmall Hotel,Kigali,Kigali Province,20,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12460669-Reviews-Dmall_Hotel-Kigali_Kigali_Province.html
The Manor Hotel,Kigali,Kigali Province,216,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1901795-Reviews-The_Manor_Hotel-Kigali_Kigali_Province.html
Grand Legacy Hotel,Kigali,Kigali Province,238,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6642622-Reviews-Grand_Legacy_Hotel-Kigali_Kigali_Province.html
Onomo Hotel Kigali,Kigali,Kigali Province,98,4,https://www.tripadvisor.com/Hotel_Review-g293829-d13949321-Reviews-Onomo_Hotel_Kigali-Kigali_Kigali_Province.html
"Urban by CityBlue Kigali, Rwanda",Kigali,Kigali Province,125,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d4472359-Reviews-Urban_by_CityBlue_Kigali_Rwanda-Kigali_Kigali_Province.html
Gloria Hotel,Kigali,Kigali Province,103,4,https://www.tripadvisor.com/Hotel_Review-g293829-d8007048-Reviews-Gloria_Hotel-Kigali_Kigali_Province.html
Quiet Haven Hotel,Kigali,Kigali Province,23,4,https://www.tripadvisor.com/Hotel_Review-g293829-d7942385-Reviews-Quiet_Haven_Hotel-Kigali_Kigali_Province.html
Palm Garden Resort,Gisenyi,Western Province,68,4,https://www.tripadvisor.com/Hotel_Review-g317074-d2165059-Reviews-Palm_Garden_Resort-Gisenyi_Western_Province.html
The Kingfish Beach Hotel,Rwesero,Northern Province,3,4,https://www.tripadvisor.com/Hotel_Review-g13132635-d12938891-Reviews-The_Kingfish_Beach_Hotel-Rwesero_Northern_Province.html
Western Mountain Hotel,Gisenyi,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g317074-d10128335-Reviews-Western_Mountain_Hotel-Gisenyi_Western_Province.html
Midland Hotel,Kayonza,Eastern Province,,,https://www.tripadvisor.com/Hotel_Review-g6475304-d21096905-Reviews-Midland_Hotel-Kayonza_Eastern_Province.html
Hotel Paradis Malahide,Gisenyi,Western Province,380,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d647737-Reviews-Hotel_Paradis_Malahide-Gisenyi_Western_Province.html
Akagera Game Lodge,Akagera,Eastern Province,320,4,https://www.tripadvisor.com/Hotel_Review-g3871726-d1025999-Reviews-Akagera_Game_Lodge-Akagera_National_Park_Eastern_Province.html
Da Vinci Gorilla Lodge,Kinigi,Northern Province,129,4.5,https://www.tripadvisor.com/Hotel_Review-g12120944-d10832099-Reviews-Da_Vinci_Gorilla_Lodge-Kinigi_Musanze_District_Northern_Province.html
Mantis Epic Hotel & Suites,Nyagatare,Eastern Province,52,5,https://www.tripadvisor.com/Hotel_Review-g6387380-d13305964-Reviews-Mantis_Epic_Hotel_Suites-Nyagatare_Eastern_Province.html
Ingagi Park View Lodge,Kinigi,Northern Province,38,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d16803930-Reviews-Ingagi_Park_View_Lodge-Kinigi_Musanze_District_Northern_Province.html
Step Town Motel,Kigali,Kigali Province,277,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1584806-Reviews-Step_Town_Motel-Kigali_Kigali_Province.html
YAMBI Guesthouse,Kigali,Kigali Province,144,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d9601215-Reviews-YAMBI_Guesthouse-Kigali_Kigali_Province.html
INZU Lodge,Gisenyi,Western Province,159,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d3473180-Reviews-INZU_Lodge-Gisenyi_Western_Province.html
Good News Guest House,Kigali,Kigali Province,117,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2439939-Reviews-Good_News_Guest_House-Kigali_Kigali_Province.html
The Bishop's House Rwanda,Ruhengeri,Northern Province,40,5,https://www.tripadvisor.com/Hotel_Review-g317075-d12961137-Reviews-The_Bishop_s_House_Rwanda-Ruhengeri_Musanze_District_Northern_Province.html
Sainte Famille Hotel,Kigali,Kigali Province,38,5,https://www.tripadvisor.com/Hotel_Review-g293829-d20481119-Reviews-Sainte_Famille_Hotel-Kigali_Kigali_Province.html
Red Rocks Rwanda Campsite & Guesthouse,Ruhengeri,Northern Province,93,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d3536864-Reviews-Red_Rocks_Rwanda_Campsite_Guesthouse-Ruhengeri_Musanze_District_Northern_Province.html
Hotel Des Mille Collines,Kigali,Kigali Province,915,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1649720-Reviews-Hotel_Des_Mille_Collines-Kigali_Kigali_Province.html
Nyungwe Top View Hill Hotel,Gisakura,Western Province,161,4,https://www.tripadvisor.com/Hotel_Review-g3505199-d3235700-Reviews-Nyungwe_Top_View_Hill_Hotel-Gisakura_Western_Province.html
5 Swiss Hotel,Kigali,Kigali Province,78,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7702701-Reviews-5_Swiss_Hotel-Kigali_Kigali_Province.html
Discover Rwanda Youth Hostel,Kigali,Kigali Province,341,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1969369-Reviews-Discover_Rwanda_Youth_Hostel-Kigali_Kigali_Province.html
Golf Hills Residence,Kigali,Kigali Province,147,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1177836-Reviews-Golf_Hills_Residence-Kigali_Kigali_Province.html
Lemigo Hotel,Kigali,Kigali Province,263,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1940846-Reviews-Lemigo_Hotel-Kigali_Kigali_Province.html
Olympic Hotel,Kigali,Kigali Province,40,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d8772922-Reviews-Olympic_Hotel-Kigali_Kigali_Province.html
Hotel Le Garni,Kigali,Kigali Province,63,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1380093-Reviews-Hotel_Le_Garni-Kigali_Kigali_Province.html
Umusambi B&B,Kigali,Kigali Province,27,5,https://www.tripadvisor.com/Hotel_Review-g293829-d9782453-Reviews-Umusambi_B_B-Kigali_Kigali_Province.html
Amahoro Guest House,Ruhengeri,Northern Province,41,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d3824896-Reviews-Amahoro_Guest_House-Ruhengeri_Musanze_District_Northern_Province.html
Garr Hotel,Kigali,Kigali Province,85,4,https://www.tripadvisor.com/Hotel_Review-g293829-d3395938-Reviews-Garr_Hotel-Kigali_Kigali_Province.html
Iris Guesthouse,Kigali,Kigali Province,106,4,https://www.tripadvisor.com/Hotel_Review-g293829-d1147096-Reviews-Iris_Guesthouse-Kigali_Kigali_Province.html
Villa Belle Vue,Kigali,Kigali Province,37,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d4327323-Reviews-Villa_Belle_Vue-Kigali_Kigali_Province.html
Cozy Safari,Kigali,Kigali Province,21,5,https://www.tripadvisor.com/Hotel_Review-g293829-d13499842-Reviews-Cozy_Safari-Kigali_Kigali_Province.html
Ruhondo Beach Resort,Ruhengeri,Northern Province,33,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d3673393-Reviews-Ruhondo_Beach_Resort-Ruhengeri_Musanze_District_Northern_Province.html
Mubwiza Courts,Kigali,Kigali Province,38,5,https://www.tripadvisor.com/Hotel_Review-g293829-d4427293-Reviews-Mubwiza_Courts-Kigali_Kigali_Province.html
Pili Pili Boutique Hotel,Kigali,Kigali Province,26,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12872918-Reviews-Pili_Pili_Boutique_Hotel-Kigali_Kigali_Province.html
One&Only Gorilla's Nest,Kinigi,Northern Province,30,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d17756685-Reviews-One_Only_Gorilla_s_Nest-Kinigi_Musanze_District_Northern_Province.html
Paradise Kivu,Gisenyi,Western Province,21,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d14932755-Reviews-Paradise_Kivu-Gisenyi_Western_Province.html
Hotel Villa Portofino Kigali,Kigali,Kigali Province,82,4,https://www.tripadvisor.com/Hotel_Review-g293829-d7119139-Reviews-Hotel_Villa_Portofino_Kigali-Kigali_Kigali_Province.html
Volcano View Bed and Breakfast,Ruhengeri,Northern Province,14,5,https://www.tripadvisor.com/Hotel_Review-g317075-d10696171-Reviews-Volcano_View_Bed_and_Breakfast-Ruhengeri_Musanze_District_Northern_Province.html
Gorillas Golf Hotel,Kigali,Kigali Province,62,4,https://www.tripadvisor.com/Hotel_Review-g293829-d4272866-Reviews-Gorillas_Golf_Hotel-Kigali_Kigali_Province.html
Virunga Hotel,Ruhengeri,Northern Province,54,4,https://www.tripadvisor.com/Hotel_Review-g317075-d1627195-Reviews-Virunga_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Isange Paradise Resort,Ruhengeri,Northern Province,16,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d16743813-Reviews-Isange_Paradise_Resort-Ruhengeri_Musanze_District_Northern_Province.html
Sifa,Butare,Southern Province,16,5,https://www.tripadvisor.com/Hotel_Review-g480231-d9991596-Reviews-Sifa-Butare_Southern_Province.html
Kivu Paradis Resort,Kigufi,Western Province,15,4.5,https://www.tripadvisor.com/Hotel_Review-g13945543-d13370800-Reviews-Kivu_Paradis_Resort-Kigufi_Western_Province.html
Akagera Transit Lodge,,Eastern Province,6,5,https://www.tripadvisor.com/Hotel_Review-g3685402-d23513395-Reviews-Akagera_Transit_Lodge-Eastern_Province.html
Nobleza Hotel,Kigali,Kigali Province,46,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d6908524-Reviews-Nobleza_Hotel-Kigali_Kigali_Province.html
Peponi,Kigali,Kigali Province,12,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12982137-Reviews-Peponi-Kigali_Kigali_Province.html
Legend Hotel Kigali,Kigali,Kigali Province,17,4,https://www.tripadvisor.com/Hotel_Review-g293829-d6899653-Reviews-Legend_Hotel_Kigali-Kigali_Kigali_Province.html
Great Seasons Hotel,Kigali,Kigali Province,27,4,https://www.tripadvisor.com/Hotel_Review-g293829-d8040228-Reviews-Great_Seasons_Hotel-Kigali_Kigali_Province.html
Grazia Apartments,Kigali,Kigali Province,16,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7034754-Reviews-Grazia_Apartments-Kigali_Kigali_Province.html
Fidos Guest House & Safaris,Ruhengeri,Northern Province,10,5,https://www.tripadvisor.com/Hotel_Review-g317075-d8463442-Reviews-Fidos_Guest_House_Safaris-Ruhengeri_Musanze_District_Northern_Province.html
Kings Hospitality Centre,Kigali,Kigali Province,9,5,https://www.tripadvisor.com/Hotel_Review-g293829-d10771206-Reviews-Kings_Hospitality_Centre-Kigali_Kigali_Province.html
Inzozi Africa House B&B,Kigali,Kigali Province,5,5,https://www.tripadvisor.com/Hotel_Review-g293829-d19790065-Reviews-Inzozi_Africa_House_B_B-Kigali_Kigali_Province.html
La Corniche,Gisenyi,Western Province,15,4,https://www.tripadvisor.com/Hotel_Review-g317074-d3980795-Reviews-La_Corniche-Gisenyi_Western_Province.html
Rebero Kivu Resort,Kibuye,Western Province,11,4.5,https://www.tripadvisor.com/Hotel_Review-g673815-d12921522-Reviews-Rebero_Kivu_Resort-Kibuye_Western_Province.html
Khana Khazana Villas & Boutique Hotel,Kigali,Kigali Province,8,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12592527-Reviews-Khana_Khazana_Villas_Boutique_Hotel-Kigali_Kigali_Province.html
Virunga Inn Resort & Spa,Kinigi,Northern Province,4,5,https://www.tripadvisor.com/Hotel_Review-g12120944-d23624098-Reviews-Virunga_Inn_Resort_Spa-Kinigi_Musanze_District_Northern_Province.html
Amohoro Guesthouse,Ruhengeri,Northern Province,14,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d3658802-Reviews-Amohoro_Guesthouse-Ruhengeri_Musanze_District_Northern_Province.html
The Country Inn,Kigali,Kigali Province,14,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2048991-Reviews-The_Country_Inn-Kigali_Kigali_Province.html
Gorillas Lake Kivu Hotel,Gisenyi,Western Province,51,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d1437310-Reviews-Gorillas_Lake_Kivu_Hotel-Gisenyi_Western_Province.html
Rwiza Village,Gitesi,Western Province,8,4.5,https://www.tripadvisor.com/Hotel_Review-g8784136-d8780984-Reviews-Rwiza_Village-Gitesi_Western_Province.html
Elevate Suites,Kigali,Kigali Province,16,4,https://www.tripadvisor.com/Hotel_Review-g293829-d7292400-Reviews-Elevate_Suites-Kigali_Kigali_Province.html
St Augustine Apart & Hotel,Kigali,Kigali Province,7,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7677315-Reviews-St_Augustine_Apart_Hotel-Kigali_Kigali_Province.html
Galaxy Hotel,Kigali,Kigali Province,60,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1880189-Reviews-Galaxy_Hotel-Kigali_Kigali_Province.html
Mythos Boutique Hotel,Kigali,Kigali Province,5,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d18834795-Reviews-Mythos_Boutique_Hotel-Kigali_Kigali_Province.html
Hotel Gorillas City Center,Kigali,Kigali Province,52,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d666936-Reviews-Hotel_Gorillas_City_Center-Kigali_Kigali_Province.html
Villa Asimba,Kigali,Kigali Province,4,5,https://www.tripadvisor.com/Hotel_Review-g293829-d16807561-Reviews-Villa_Asimba-Kigali_Kigali_Province.html
Park View Courts Apart-Hotel,Kigali,Kigali Province,12,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d2001882-Reviews-Park_View_Courts_Apart_Hotel-Kigali_Kigali_Province.html
Cari Hotel,Kigali,Kigali Province,18,4,https://www.tripadvisor.com/Hotel_Review-g293829-d6387405-Reviews-Cari_Hotel-Kigali_Kigali_Province.html
The Court Boutique Hotel,Kigali,Kigali Province,10,4,https://www.tripadvisor.com/Hotel_Review-g293829-d12505013-Reviews-The_Court_Boutique_Hotel-Kigali_Kigali_Province.html
Amata n' Ubuki Boutique Hotel,Kigali,Kigali Province,4,5,https://www.tripadvisor.com/Hotel_Review-g293829-d17202308-Reviews-Amata_n_Ubuki_Boutique_Hotel-Kigali_Kigali_Province.html
Rohi Apartment Hotel,Kigali,Kigali Province,11,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7197120-Reviews-Rohi_Apartment_Hotel-Kigali_Kigali_Province.html
Anthurium Residential Hotel,Kigali,Kigali Province,9,4,https://www.tripadvisor.com/Hotel_Review-g293829-d12820972-Reviews-Anthurium_Residential_Hotel-Kigali_Kigali_Province.html
Mama Rwanda Youth Hostel,Kigali,Kigali Province,5,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12673077-Reviews-Mama_Rwanda_Youth_Hostel-Kigali_Kigali_Province.html
Asante Hotel,Gisenyi,Western Province,7,4,https://www.tripadvisor.com/Hotel_Review-g317074-d15644415-Reviews-Asante_Hotel-Gisenyi_Western_Province.html
Victoria Blue Hotels & Apartments,Kigali,Kigali Province,10,4,https://www.tripadvisor.com/Hotel_Review-g293829-d12251884-Reviews-Victoria_Blue_Hotels_Apartments-Kigali_Kigali_Province.html
Silver Motel,Kigali,Kigali Province,3,5,https://www.tripadvisor.com/Hotel_Review-g293829-d8155436-Reviews-Silver_Motel-Kigali_Kigali_Province.html
Hotel Ubumwe,Gisenyi,Western Province,20,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d787623-Reviews-Hotel_Ubumwe-Gisenyi_Western_Province.html
Mountain View Apartments,Kigali,Kigali Province,6,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d15228626-Reviews-Mountain_View_Apartments-Kigali_Kigali_Province.html
La Posh Hotel,Kigali,Kigali Province,13,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d10756321-Reviews-La_Posh_Hotel-Kigali_Kigali_Province.html
Champion Hotel,Kigali,Kigali Province,12,4,https://www.tripadvisor.com/Hotel_Review-g293829-d9600653-Reviews-Champion_Hotel-Kigali_Kigali_Province.html
Salama Village,Kigali,Kigali Province,4,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12927123-Reviews-Salama_Village-Kigali_Kigali_Province.html
Hotel Hellenic,Kigali,Kigali Province,19,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d662810-Reviews-Hotel_Hellenic-Kigali_Kigali_Province.html
Amaris Hotel Rwanda,Kigali,Kigali Province,12,4,https://www.tripadvisor.com/Hotel_Review-g293829-d4866295-Reviews-Amaris_Hotel_Rwanda-Kigali_Kigali_Province.html
Light House Hotel,Butare,Southern Province,3,5,https://www.tripadvisor.com/Hotel_Review-g480231-d9980705-Reviews-Light_House_Hotel-Butare_Southern_Province.html
Nobilis Apartments,Kigali,Kigali Province,5,4,https://www.tripadvisor.com/Hotel_Review-g293829-d14183383-Reviews-Nobilis_Apartments-Kigali_Kigali_Province.html
Dereva Hotel,Kigali,Kigali Province,17,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d3514432-Reviews-Dereva_Hotel-Kigali_Kigali_Province.html
Hotel Okapi,Kigali,Kigali Province,61,3,https://www.tripadvisor.com/Hotel_Review-g293829-d566220-Reviews-Hotel_Okapi-Kigali_Kigali_Province.html
World House Gisozi Hotel,Kigali,Kigali Province,4,5,https://www.tripadvisor.com/Hotel_Review-g293829-d12118147-Reviews-World_House_Gisozi_Hotel-Kigali_Kigali_Province.html
Palast Rock Hotel,Nyamata,Eastern Province,9,4,https://www.tripadvisor.com/Hotel_Review-g15269115-d18618944-Reviews-Palast_Rock_Hotel-Nyamata_Eastern_Province.html
Nyungwe Nziza Ecolodge,Kitabi,Southern Province,23,3.5,https://www.tripadvisor.com/Hotel_Review-g15612324-d15325450-Reviews-Nyungwe_Nziza_Ecolodge-Kitabi_Southern_Province.html
Vintage Cottage,Rwamagana,Eastern Province,8,3.5,https://www.tripadvisor.com/Hotel_Review-g8593225-d17642763-Reviews-Vintage_Cottage-Rwamagana_Eastern_Province.html
Ecoair Apartment Hotel,Kigali,Kigali Province,2,5,https://www.tripadvisor.com/Hotel_Review-g293829-d19898213-Reviews-Ecoair_Apartment_Hotel-Kigali_Kigali_Province.html
Faraja Hotel,Ruhengeri,Northern Province,5,4.5,https://www.tripadvisor.com/Hotel_Review-g317075-d6513908-Reviews-Faraja_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Motel du Mont Huye,Butare,Southern Province,25,3.5,https://www.tripadvisor.com/Hotel_Review-g480231-d1147044-Reviews-Motel_du_Mont_Huye-Butare_Southern_Province.html
Kivu Peace View Hotel,Gisenyi,Western Province,17,3.5,https://www.tripadvisor.com/Hotel_Review-g317074-d3569052-Reviews-Kivu_Peace_View_Hotel-Gisenyi_Western_Province.html
Nirvana Heights Resort and Spa,Rubavu,Western Province,2,5,https://www.tripadvisor.com/Hotel_Review-g12620107-d11715909-Reviews-Nirvana_Heights_Resort_and_Spa-Rubavu_Western_Province.html
Kigaliview Hotel and Apartments,Kigali,Kigali Province,12,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7886860-Reviews-Kigaliview_Hotel_and_Apartments-Kigali_Kigali_Province.html
Corina K Guest House,Kigali,Kigali Province,8,4,https://www.tripadvisor.com/Hotel_Review-g293829-d10671545-Reviews-Corina_K_Guest_House-Kigali_Kigali_Province.html
Phoenix Apartment By Link,Kigali,Kigali Province,2,4.5,https://www.tripadvisor.com/Hotel_Review-g293829-d15127152-Reviews-Phoenix_Apartment_By_Link-Kigali_Kigali_Province.html
Perle Boutique Hotel,Kigali,Kigali Province,2,5,https://www.tripadvisor.com/Hotel_Review-g293829-d10544837-Reviews-Perle_Boutique_Hotel-Kigali_Kigali_Province.html
Classic Hotel,Kigali,Kigali Province,18,3,https://www.tripadvisor.com/Hotel_Review-g293829-d5979238-Reviews-Classic_Hotel-Kigali_Kigali_Province.html
Delta Resort Hotel,Kibuye,Western Province,4,4,https://www.tripadvisor.com/Hotel_Review-g673815-d13239289-Reviews-Delta_Resort_Hotel-Kibuye_Western_Province.html
Palm Garden Resort,Rubavu,Western Province,1,5,https://www.tripadvisor.com/Hotel_Review-g12620107-d19942314-Reviews-Palm_Garden_Resort-Rubavu_Western_Province.html
Fatima Hotel,Ruhengeri,Northern Province,12,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d12864988-Reviews-Fatima_Hotel-Ruhengeri_Musanze_District_Northern_Province.html
Kigali Airport Apartment,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d15074137-Reviews-Kigali_Airport_Apartment-Kigali_Kigali_Province.html
Avisha Town Hotel,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d23327514-Reviews-Avisha_Town_Hotel-Kigali_Kigali_Province.html
Wailers Lodge,Kigali,Kigali Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d12376411-Reviews-Wailers_Lodge-Kigali_Kigali_Province.html
My Hill Eco Lodge,Ruhengeri,Northern Province,3,3.5,https://www.tripadvisor.com/Hotel_Review-g317075-d20074690-Reviews-My_Hill_Eco_Lodge-Ruhengeri_Musanze_District_Northern_Province.html
Kanyinya Hills Hotel,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d13964470-Reviews-Kanyinya_Hills_Hotel-Kigali_Kigali_Province.html
Perle Boutique Hotel,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d19306987-Reviews-Perle_Boutique_Hotel-Kigali_Kigali_Province.html
Serene Crest Apartments,Kigali,Kigali Province,1,5,https://www.tripadvisor.com/Hotel_Review-g293829-d17231081-Reviews-Serene_Crest_Apartments-Kigali_Kigali_Province.html
Belvedere Hotel,Gisenyi,Western Province,4,4.5,https://www.tripadvisor.com/Hotel_Review-g317074-d2562264-Reviews-Belvedere_Hotel-Gisenyi_Western_Province.html
Civitas Hotel,Kigali,Kigali Province,8,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d3447712-Reviews-Civitas_Hotel-Kigali_Kigali_Province.html
City Valley Motel,Kigali,Kigali Province,6,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d1437222-Reviews-City_Valley_Motel-Kigali_Kigali_Province.html
Stipp Hotel Gisenyi,Gisenyi,Western Province,35,3,https://www.tripadvisor.com/Hotel_Review-g317074-d2368723-Reviews-Stipp_Hotel_Gisenyi-Gisenyi_Western_Province.html
Palm Garden Lodge,Gisenyi,Western Province,1,4,https://www.tripadvisor.com/Hotel_Review-g317074-d14984990-Reviews-Palm_Garden_Lodge-Gisenyi_Western_Province.html
Centre San Jose Carmelo,Kigali,Kigali Province,1,4,https://www.tripadvisor.com/Hotel_Review-g293829-d10149902-Reviews-Centre_San_Jose_Carmelo-Kigali_Kigali_Province.html
Splendid Hotel,Gitarama,Southern Province,6,3.5,https://www.tripadvisor.com/Hotel_Review-g8397221-d12820063-Reviews-Splendid_Hotel-Gitarama_Southern_Province.html
Bethany Investment/Kiyovu,Kigali,Kigali Province,1,3,https://www.tripadvisor.com/Hotel_Review-g293829-d12913772-Reviews-Bethany_Investment_Kiyovu-Kigali_Kigali_Province.html
Silent Hill Hotel,Kayonza,Eastern Province,9,3,https://www.tripadvisor.com/Hotel_Review-g6475304-d8474589-Reviews-Silent_Hill_Hotel-Kayonza_Eastern_Province.html
Martin Aviator Motel,Kigali,Kigali Province,12,3,https://www.tripadvisor.com/Hotel_Review-g293829-d6477132-Reviews-Martin_Aviator_Motel-Kigali_Kigali_Province.html
Blueberry Hotel & Tandoori Indian Restaurant,Kigali,Kigali Province,2,3,https://www.tripadvisor.com/Hotel_Review-g293829-d8387594-Reviews-Blueberry_Hotel_Tandoori_Indian_Restaurant-Kigali_Kigali_Province.html
Remera Modern Guesthouse,Kigali,Kigali Province,5,3,https://www.tripadvisor.com/Hotel_Review-g293829-d11795004-Reviews-Remera_Modern_Guesthouse-Kigali_Kigali_Province.html
Landmark Suites Rwanda,Kigali,Kigali Province,12,3.5,https://www.tripadvisor.com/Hotel_Review-g293829-d7736512-Reviews-Landmark_Suites_Rwanda-Kigali_Kigali_Province.html
